Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
2024-10-03 10:54:53.407995,1,27.521108772254976,22.24024536256306,21.90043535506952,55.29190389508887,556.172805131218,5.581954516265902,10.003649716693408,45.80685202827101,39.0761990273964,35.703005710811865,0.9414021464707312,High Stress
2024-10-03 10:54:53.426551,2,34.99524399519836,20.2245316578488,19.52200509190685,66.29055397249019,846.8187568994629,7.031587395713828,12.47397290040908,14.962885404817309,44.97355531654974,49.788446571552846,0.963112365044538,High Stress
2024-10-03 10:54:53.439542,3,31.90066101087644,18.407894712432373,15.375189253719816,45.28176071786073,472.8385875301989,6.752486375132528,37.51913265035836,20.88896578508691,33.43600905602506,22.675858002592303,1.5781924678487402,Moderate Stress
2024-10-03 10:54:53.449536,4,32.516442788498566,26.852511272974475,23.112766144196016,47.47378886065747,839.6132084102827,5.683162103400221,43.37790816727396,40.89900085133648,33.88030545444088,49.08267532494367,1.943406118304528,Moderate Stress
2024-10-03 10:54:53.458530,5,13.653180067659282,22.6620907323833,20.98043495675976,54.41836356623393,800.2850527765557,7.232532444730662,15.28337923472689,18.05827101051845,31.67143584478338,41.85083931169169,0.6729222239319752,High Stress
2024-10-03 10:54:53.467524,6,18.74619316474829,27.64206446496,22.678668598673227,43.860123856832985,210.6669107887741,6.387669625956834,23.41435201022671,29.392311187491465,39.93108101446995,30.71508104119691,0.8248927499219085,Moderate Stress
2024-10-03 10:54:53.473520,7,21.51789851696204,22.361147723410856,19.83369319138409,54.20265089134059,416.5832834504239,7.2001801685429125,45.80059873335543,22.254932946764576,27.82456211392534,24.325781197559746,0.1150733423043128,Moderate Stress
2024-10-03 10:54:53.480516,8,16.78071924760308,26.203968850806504,24.58431891369987,54.86772977657471,576.5425287918715,6.15550067214527,36.51854532806178,41.22067655242784,39.428651705715865,27.70418870709363,0.1893384012340728,Moderate Stress
2024-10-03 10:54:53.486512,9,23.219808032091805,28.750701551663266,19.80753771610417,69.08742218012642,906.3625829237636,6.338344318041825,15.063348415717588,40.965669930201614,37.69069240261032,40.157130910609695,1.032040808660711,Moderate Stress
2024-10-03 10:54:53.493508,10,25.12277216199565,22.06281296418833,24.394906208163302,58.78053337873834,652.9386206213134,5.691885991844648,23.7158758465258,19.506221165105764,27.262965949939403,29.77724773754662,0.0523950326993296,Moderate Stress
2024-10-03 16:54:53.407995,1,14.835566151888916,21.706763280909925,18.68089193676625,63.94918051173581,596.1367212302714,7.135704906309493,30.712561999903446,25.39439260487672,17.944826069293086,27.993295774186056,0.1648993610796132,High Stress
2024-10-03 16:54:53.426551,2,16.57835341289006,28.677727377377654,24.780562777598,51.41291068837644,980.2819765503708,7.151069908024364,47.65684091349742,19.91290140675036,33.85533694411613,31.77157870525468,1.96891054076358,Moderate Stress
2024-10-03 16:54:53.439542,3,26.714400800551218,25.70074305369686,17.06843888011655,47.63014167424623,559.1633946652809,6.10523068783761,41.971966774057634,34.68278185103544,38.710750033048335,38.98749876407851,1.8981702734705983,Healthy
2024-10-03 16:54:53.449536,4,11.995846532538584,24.257706880943907,23.74298363779576,67.35296968414792,549.6048535352701,6.220458817449384,23.41769410762057,22.374282210788262,10.030397526334005,28.1904347297317,0.5191524486892884,High Stress
2024-10-03 16:54:53.458530,5,26.82132782129875,29.979442733568312,16.564466000045044,66.47137103061321,258.10645407214565,5.716377231053025,31.982628662056424,31.928627478107806,16.65917170968178,38.24850162325863,1.9949256742898889,Moderate Stress
2024-10-03 16:54:53.467524,6,22.609029806949103,29.42271781666683,15.28353194794848,54.00408975838164,931.513679462606,6.669176251307944,27.204708092807746,25.245815269700493,46.892120884846655,21.916801406672533,1.6857470342790408,Moderate Stress
2024-10-03 16:54:53.473520,7,26.951560980176705,19.28693162560013,16.59537462115879,58.05304239178656,928.0159724505104,6.5653207669333975,37.84051703184578,10.26567086308351,49.74640822377858,24.0977359926726,1.4313690495359788,Moderate Stress
2024-10-03 16:54:53.480516,8,24.92793626699585,24.218647840876788,24.692456863290545,62.39459932945118,735.8913718351691,5.92728642157249,11.712925867269206,39.456807442499866,11.857690156103624,45.44934975590192,0.7598482777105051,High Stress
2024-10-03 16:54:53.486512,9,11.25699661145921,27.2900453371056,21.45804590560503,41.72725759862981,741.7343709101477,6.514510562837026,36.84070061303312,12.08825893718464,16.35316315215116,45.660595712607176,1.720559642732375,High Stress
2024-10-03 16:54:53.493508,10,20.160818479707043,25.43245717417289,16.660352024248134,43.34665199207512,300.4230160905727,7.048721854800444,31.4706983628778,25.309179633337603,39.17764370841221,35.39392118537255,0.2955200892866352,Moderate Stress
2024-10-03 22:54:53.407995,1,17.086361974997438,21.180945559285547,15.392939129667838,67.83795648765081,591.124626808531,5.656852249366534,29.337002244708145,27.57389184801944,35.70653021497076,43.64630751994847,1.0817280414192725,Moderate Stress
2024-10-03 22:54:53.426551,2,14.226392195598644,28.75780433959052,19.89086847413141,66.76777200007442,276.2599661922989,6.630215746025064,22.05759085603897,44.953696416529056,26.374005358873465,22.495469289600702,0.3788865778385293,High Stress
